0,0,1
0.011236,-0,1
0.022472,-0,1
0.033708,-0,1
0.044944,-0,1
0.05618,-0,1
0.067416,-0,1
0.078652,-0,1
0.089888,-0,1
0.10112,-0,1
0.11236,-0,1
0.1236,-0,1
0.13483,-0,1
0.14607,-0,1
0.1573,-0,1
0.16854,-0,1
0.17978,-0,1
0.19101,-0,1
0.20225,-0,1
0.21348,-0,1
0.22472,-0,1
0.23596,-0,1
0.24719,-0,1
0.25843,-0,1
0.26966,-0,1
0.2809,-0,1
0.29213,-0,1
0.30337,-0,1
0.31461,-0,1
0.32584,-0,1
0.33708,-0,1
0.34831,-0,1
0.35955,-0,1
0.37079,-0,1
0.38202,-0,1
0.39326,-0,1
0.40449,-0,1
0.41573,-0,1
0.42697,-0,1
0.4382,-0,1
0.44944,-0,1
0.46067,-0,1
0.47191,-0,1
0.48315,-0,1
0.49438,-0,1
0.50562,0,1
0.51685,0,1
0.52809,0,1
0.53933,0,1
0.55056,0,1
0.5618,0,1
0.57303,0,1
0.58427,0,1
0.59551,0,1
0.60674,0,1
0.61798,0,1
0.62921,0,1
0.64045,0,1
0.65169,0,1
0.66292,0,1
0.67416,0,1
0.68539,0,1
0.69663,0,1
0.70787,0,1
0.7191,0,1
0.73034,0,1
0.74157,0,1
0.75281,0,1
0.76404,0,1
0.77528,0,1
0.78652,0,1
0.79775,0,1
0.80899,0,1
0.82022,0,1
0.83146,0,1
0.8427,0,1
0.85393,0,1
0.86517,0,1
0.8764,0,1
0.88764,0,1
0.89888,0,1
0.91011,0,1
0.92135,0,1
0.93258,0,1
0.94382,0,1
0.95506,0,1
0.96629,0,1
0.97753,0,1
0.98876,0,1
1,0,1
1,0,1
1,-0,0.98876
1,-0,0.97753
1,-0,0.96629
1,-0,0.95506
1,-0,0.94382
1,-0,0.93258
1,-0,0.92135
1,-0,0.91011
1,-0,0.89888
1,-0,0.88764
1,-0,0.8764
1,-0,0.86517
1,-0,0.85393
1,-0,0.8427
1,-0,0.83146
1,-0,0.82022
1,-0,0.80899
1,-0,0.79775
1,-0,0.78652
1,-0,0.77528
1,-0,0.76404
1,-0,0.75281
1,-0,0.74157
1,-0,0.73034
1,-0,0.7191
1,-0,0.70787
1,-0,0.69663
1,-0,0.68539
1,-0,0.67416
1,-0,0.66292
1,-0,0.65169
1,-0,0.64045
1,-0,0.62921
1,-0,0.61798
1,-0,0.60674
1,-0,0.59551
1,-0,0.58427
1,-0,0.57303
1,-0,0.5618
1,-0,0.55056
1,-0,0.53933
